,time,departure,arrival,remain_seat,total_seat,company,grade
0,18 : 20,용인,서울경부,19,45,(주)동부고속,고속
1,19 : 00,용인,서울경부,39,45,(주)동부고속,고속
2,19 : 40,용인,서울경부,44,45,(주)동부고속,고속
3,20 : 10,용인,서울경부,38,45,(주)동부고속,고속
4,20 : 40,용인,서울경부,44,45,(주)동부고속,고속
5,21 : 10,용인,서울경부,43,45,(주)동부고속,고속
6,22 : 00,용인,서울경부,42,45,(주)동부고속,심야고속
7,18 : 50,평택,서울경부,38,45,금호고속(주),고속
8,19 : 10,평택,서울경부,42,45,(주)동양고속,고속
9,19 : 25,평택,서울경부,42,45,(주)동양고속,고속
10,19 : 45,평택,서울경부,42,45,(주)동양고속,고속
11,20 : 00,평택,서울경부,43,45,(주)동양고속,고속
12,20 : 20,평택,서울경부,44,45,(주)동양고속,고속
13,20 : 35,평택,서울경부,43,45,금호고속(주),고속
14,20 : 55,평택,서울경부,45,45,(주)동양고속,고속
15,21 : 10,평택,서울경부,41,45,(주)동양고속,고속
16,21 : 30,평택,서울경부,43,45,금호고속(주),고속
17,21 : 50,평택,서울경부,44,45,금호고속(주),고속
18,22 : 15,평택,서울경부,42,45,(주)동양고속,심야고속
19,22 : 40,평택,서울경부,45,45,금호고속(주),심야고속
20,18 : 20,부산,서울경부,0,45,(주)천일고속,고속
21,18 : 40,부산,서울경부,2,28,(주)한일고속,우등
22,19 : 00,부산,서울경부,0,21,(주)삼화고속,프리미엄
23,19 : 30,부산,서울경부,20,28,(주)동양고속,우등
24,20 : 00,부산,서울경부,25,28,(주)중앙고속,우등
25,20 : 30,부산,서울경부,18,21,(주)천일고속,프리미엄
26,21 : 30,부산,서울경부,15,21,(주)한일고속,프리미엄
27,23 : 00,부산,서울경부,14,21,금호고속(주),심야프리미엄
28,23 : 30,부산,서울경부,23,28,(주)중앙고속,심야우등
29,24 : 00,부산,서울경부,19,21,(주)동양고속,심야프리미엄
30,19 : 10,서부산(사상),서울경부,9,28,(주)삼화고속,우등
31,18 : 20,동대구,서울경부,11,28,금호고속(주),우등
32,19 : 00,동대구,서울경부,14,28,(주)동양고속,우등
33,19 : 20,동대구,서울경부,4,21,(주)중앙고속,프리미엄
34,19 : 40,동대구,서울경부,21,45,(주)한일고속,고속
35,20 : 20,동대구,서울경부,18,28,(주)동양고속,우등
36,21 : 30,동대구,서울경부,23,28,(주)한일고속,우등
37,22 : 30,동대구,서울경부,10,21,(주)한일고속,심야프리미엄
38,18 : 20,서대구,서울경부,11,28,금호고속(주),우등
39,19 : 00,서대구,서울경부,14,28,(주)동양고속,우등
40,19 : 20,서대구,서울경부,4,21,(주)중앙고속,프리미엄
41,19 : 40,서대구,서울경부,20,45,(주)한일고속,고속
42,20 : 20,서대구,서울경부,18,28,(주)동양고속,우등
43,21 : 30,서대구,서울경부,23,28,(주)한일고속,우등
44,22 : 30,서대구,서울경부,10,21,(주)한일고속,심야프리미엄
45,18 : 20,대전복합,서울경부,13,28,(주)중앙고속,우등
46,19 : 20,대전복합,서울경부,12,21,(주)한일고속,프리미엄
47,19 : 40,대전복합,서울경부,18,28,(주)중앙고속,우등
48,20 : 00,대전복합,서울경부,24,45,(주)천일고속,고속
49,20 : 05,대전복합,서울경부,13,28,(주)한일고속,우등
50,21 : 00,대전복합,서울경부,42,45,금호고속(주),고속
51,21 : 10,대전복합,서울경부,18,21,금호고속(주),프리미엄
52,21 : 30,대전복합,서울경부,45,45,(주)동양고속,고속
53,21 : 40,대전복합,서울경부,26,28,(주)동양고속,우등
54,21 : 55,대전복합,서울경부,24,28,(주)한일고속,우등
55,22 : 10,대전복합,서울경부,41,45,(주)천일고속,심야고속
56,23 : 00,대전복합,서울경부,27,28,(주)동양고속,심야우등
57,18 : 20,천안,서울경부,20,45,(주)동양고속,고속
58,18 : 30,천안,서울경부,10,28,(주)동양고속,우등
59,18 : 40,천안,서울경부,37,45,(주)동양고속,고속
60,19 : 00,천안,서울경부,17,28,(주)동양고속,우등
61,19 : 10,천안,서울경부,42,45,(주)동양고속,고속
62,19 : 20,천안,서울경부,42,45,(주)동양고속,고속
63,19 : 30,천안,서울경부,21,28,(주)동양고속,우등
64,19 : 40,천안,서울경부,42,45,(주)동양고속,고속
65,19 : 50,천안,서울경부,45,45,(주)동양고속,고속
66,20 : 00,천안,서울경부,43,45,(주)동양고속,고속
67,20 : 20,천안,서울경부,41,45,(주)동양고속,고속
68,20 : 40,천안,서울경부,41,45,(주)동양고속,고속
69,20 : 50,천안,서울경부,44,45,(주)동양고속,고속
70,21 : 00,천안,서울경부,24,28,(주)동양고속,우등
71,21 : 10,천안,서울경부,44,45,(주)동양고속,고속
72,21 : 20,천안,서울경부,44,45,(주)동양고속,고속
73,21 : 30,천안,서울경부,22,28,(주)동양고속,우등
74,21 : 40,천안,서울경부,43,45,(주)동양고속,고속
75,21 : 50,천안,서울경부,44,45,(주)동양고속,고속
76,22 : 00,천안,서울경부,42,45,(주)동양고속,심야고속
77,22 : 10,천안,서울경부,45,45,(주)동양고속,심야고속
78,22 : 20,천안,서울경부,26,28,(주)동양고속,심야우등
79,22 : 40,천안,서울경부,40,45,(주)동양고속,심야고속
80,18 : 20,원주,서울경부,7,28,(주)중앙고속,우등
81,18 : 40,원주,서울경부,15,28,(주)동부고속,우등
82,18 : 50,원주,서울경부,18,28,(주)중앙고속,우등
83,19 : 00,원주,서울경부,28,45,(주)동부고속,고속
84,19 : 10,원주,서울경부,19,28,(주)동부고속,우등
85,19 : 20,원주,서울경부,19,28,(주)중앙고속,우등
86,19 : 30,원주,서울경부,18,45,(주)중앙고속,고속
87,19 : 40,원주,서울경부,9,28,(주)동부고속,우등
88,20 : 00,원주,서울경부,6,28,(주)중앙고속,우등
89,20 : 10,원주,서울경부,4,21,(주)동부고속,프리미엄
90,20 : 30,원주,서울경부,16,28,(주)중앙고속,우등
91,20 : 50,원주,서울경부,20,28,(주)동부고속,우등
92,20 : 55,원주,서울경부,16,28,(주)동부고속,우등
93,21 : 20,원주,서울경부,10,28,(주)중앙고속,우등
94,21 : 30,원주,서울경부,15,21,(주)중앙고속,프리미엄
95,22 : 00,원주,서울경부,38,45,(주)동부고속,심야고속
96,22 : 10,원주,서울경부,23,28,(주)동부고속,심야우등
97,22 : 30,원주,서울경부,18,21,(주)동부고속,심야프리미엄
98,22 : 40,원주,서울경부,24,28,(주)동부고속,심야우등
