date,car,bus,station_code,station_name,city
2020-07-17,70247,3149,190,동서울,서울
2020-07-18,71451,1366,190,동서울,서울
2020-07-19,49507,740,190,동서울,서울
2020-07-20,54526,2841,190,동서울,서울
2020-07-21,58222,3231,190,동서울,서울
2020-07-22,55554,3076,190,동서울,서울
2020-07-23,51394,2923,190,동서울,서울
2020-07-24,62618,2842,190,동서울,서울
2020-07-25,69209,1407,190,동서울,서울
2020-07-26,56804,771,190,동서울,서울
2020-07-27,58681,2945,190,동서울,서울
2020-07-28,56352,3061,190,동서울,서울
2020-07-29,54204,2903,190,동서울,서울
2020-07-30,58898,2830,190,동서울,서울
2020-07-31,76248,2730,190,동서울,서울
2020-07-01,3054,154,216,횡성,횡성
2020-07-02,3142,148,216,횡성,횡성
2020-07-03,3818,143,216,횡성,횡성
2020-07-04,4200,97,216,횡성,횡성
2020-07-05,6665,40,216,횡성,횡성
2020-07-06,3324,131,216,횡성,횡성
2020-07-07,3049,136,216,횡성,횡성
2020-07-08,3012,141,216,횡성,횡성
2020-07-09,3172,141,216,횡성,횡성
2020-07-10,3466,107,216,횡성,횡성
2020-07-11,4108,66,216,횡성,횡성
2020-07-12,6333,46,216,횡성,횡성
2020-07-13,2778,105,216,횡성,횡성
2020-07-14,2803,120,216,횡성,횡성
2020-07-15,3123,134,216,횡성,횡성
2020-07-16,3276,130,216,횡성,횡성
2020-07-17,3708,125,216,횡성,횡성
2020-07-18,4128,84,216,횡성,횡성
2020-07-19,6272,46,216,횡성,횡성
2020-07-20,2908,96,216,횡성,횡성
2020-07-21,3156,121,216,횡성,횡성
2020-07-22,3209,122,216,횡성,횡성
2020-07-23,2870,105,216,횡성,횡성
2020-07-24,3315,93,216,횡성,횡성
2020-07-25,3499,70,216,횡성,횡성
2020-07-26,4890,39,216,횡성,횡성
2020-07-27,3220,118,216,횡성,횡성
2020-07-28,3024,135,216,횡성,횡성
2020-07-29,2852,91,216,횡성,횡성
2020-07-30,3073,113,216,횡성,횡성
2020-07-31,3903,114,216,횡성,횡성
2020-07-01,3233,73,227,군산,군산
2020-07-02,3502,94,227,군산,군산
2020-07-03,4579,104,227,군산,군산
2020-07-04,6083,49,227,군산,군산
2020-07-05,6905,24,227,군산,군산
2020-07-06,3998,68,227,군산,군산
2020-07-07,3253,84,227,군산,군산
2020-07-08,3342,81,227,군산,군산
2020-07-09,3526,79,227,군산,군산
2020-07-10,4253,75,227,군산,군산
2020-07-11,5876,37,227,군산,군산
2020-07-12,6206,21,227,군산,군산
2020-07-13,3079,61,227,군산,군산
2020-07-14,2817,81,227,군산,군산
2020-07-15,3148,92,227,군산,군산
2020-07-16,3689,95,227,군산,군산
2020-07-17,4507,90,227,군산,군산
2020-07-18,6070,37,227,군산,군산
2020-07-19,5791,19,227,군산,군산
2020-07-20,3335,58,227,군산,군산
2020-07-21,3541,76,227,군산,군산
2020-07-22,3273,60,227,군산,군산
2020-07-23,3088,77,227,군산,군산
2020-07-24,3834,68,227,군산,군산
2020-07-25,5724,42,227,군산,군산
2020-07-26,6306,25,227,군산,군산
2020-07-27,3909,69,227,군산,군산
2020-07-28,3388,82,227,군산,군산
2020-07-29,3354,58,227,군산,군산
2020-07-30,3565,74,227,군산,군산
2020-07-31,5139,62,227,군산,군산
2020-07-01,3391,186,228,동군산,군산
2020-07-02,3529,141,228,동군산,군산
2020-07-03,4507,173,228,동군산,군산
2020-07-04,5586,79,228,동군산,군산
2020-07-05,5264,30,228,동군산,군산
2020-07-06,3659,124,228,동군산,군산
2020-07-07,3335,135,228,동군산,군산
2020-07-08,3348,134,228,동군산,군산
2020-07-09,3417,152,228,동군산,군산
2020-07-10,4026,152,228,동군산,군산
2020-07-11,5290,75,228,동군산,군산
2020-07-12,4954,29,228,동군산,군산
2020-07-13,3178,99,228,동군산,군산
2020-07-14,3026,124,228,동군산,군산
2020-07-15,3307,150,228,동군산,군산
2020-07-16,3714,135,228,동군산,군산
2020-07-17,4488,159,228,동군산,군산
2020-07-18,5770,81,228,동군산,군산
2020-07-19,4824,28,228,동군산,군산
2020-07-20,3368,110,228,동군산,군산
2020-07-21,3638,139,228,동군산,군산
2020-07-22,3161,147,228,동군산,군산
2020-07-23,3017,111,228,동군산,군산
2020-07-24,3906,122,228,동군산,군산
2020-07-25,5381,69,228,동군산,군산
2020-07-26,5403,19,228,동군산,군산
2020-07-27,3926,128,228,동군산,군산
2020-07-28,3455,132,228,동군산,군산
2020-07-29,3216,126,228,동군산,군산
2020-07-30,3425,116,228,동군산,군산
2020-07-31,5027,127,228,동군산,군산
2020-07-01,22979,698,244,서부산,부산
2020-07-02,22877,689,244,서부산,부산
2020-07-03,25008,654,244,서부산,부산
2020-07-04,28647,259,244,서부산,부산
2020-07-05,26885,159,244,서부산,부산
2020-07-06,23912,604,244,서부산,부산
2020-07-07,22995,672,244,서부산,부산
2020-07-08,23019,690,244,서부산,부산
2020-07-09,22857,666,244,서부산,부산
2020-07-10,22078,514,244,서부산,부산
2020-07-11,28574,268,244,서부산,부산
2020-07-12,24611,142,244,서부산,부산
2020-07-13,20619,511,244,서부산,부산
2020-07-14,22413,643,244,서부산,부산
2020-07-15,23009,709,244,서부산,부산
2020-07-16,23786,708,244,서부산,부산
2020-07-17,26435,664,244,서부산,부산
2020-07-18,29386,276,244,서부산,부산
2020-07-19,24264,151,244,서부산,부산
2020-07-20,23767,612,244,서부산,부산
2020-07-21,23701,672,244,서부산,부산
2020-07-22,21625,557,244,서부산,부산
2020-07-23,21247,576,244,서부산,부산
2020-07-24,23989,560,244,서부산,부산
2020-07-25,26908,242,244,서부산,부산
2020-07-26,26107,162,244,서부산,부산
2020-07-27,22902,604,244,서부산,부산
2020-07-28,21763,608,244,서부산,부산
2020-07-29,23050,644,244,서부산,부산
2020-07-30,23444,624,244,서부산,부산
2020-07-31,28390,584,244,서부산,부산
2020-07-01,82443,3085,253,서서울,서울
2020-07-02,82266,2989,253,서서울,서울
2020-07-03,92421,3042,253,서서울,서울
2020-07-04,91533,1340,253,서서울,서울
2020-07-05,77898,675,253,서서울,서울
2020-07-06,84848,2784,253,서서울,서울
2020-07-07,80627,3042,253,서서울,서울
2020-07-08,81071,2916,253,서서울,서울
2020-07-09,81167,2974,253,서서울,서울
2020-07-10,89541,2696,253,서서울,서울
2020-07-11,89149,1307,253,서서울,서울
2020-07-12,76533,696,253,서서울,서울
2020-07-13,75651,2329,253,서서울,서울
2020-07-14,81312,2881,253,서서울,서울
2020-07-15,83958,3161,253,서서울,서울
2020-07-16,84223,3048,253,서서울,서울
2020-07-17,91810,2913,253,서서울,서울
2020-07-18,90429,1375,253,서서울,서울
2020-07-19,70705,637,253,서서울,서울
2020-07-20,81631,2538,253,서서울,서울
2020-07-21,83357,3028,253,서서울,서울
2020-07-22,74268,2708,253,서서울,서울
2020-07-23,75064,2665,253,서서울,서울
2020-07-24,88361,2601,253,서서울,서울
2020-07-25,90495,1367,253,서서울,서울
2020-07-26,79961,677,253,서서울,서울
2020-07-27,82080,2611,253,서서울,서울
2020-07-28,79972,2940,253,서서울,서울
2020-07-29,77922,2655,253,서서울,서울
2020-07-30,83466,2615,253,서서울,서울
2020-07-31,96197,2544,253,서서울,서울
2020-07-01,17339,503,261,동광주,광주
2020-07-02,17958,549,261,동광주,광주
2020-07-03,18821,531,261,동광주,광주
2020-07-04,21776,300,261,동광주,광주
2020-07-05,17650,128,261,동광주,광주
2020-07-06,16909,464,261,동광주,광주
2020-07-07,16455,515,261,동광주,광주
2020-07-08,16817,475,261,동광주,광주
2020-07-09,16759,498,261,동광주,광주
2020-07-10,18058,418,261,동광주,광주
2020-07-11,22643,308,261,동광주,광주
2020-07-12,15987,110,261,동광주,광주
2020-07-13,14741,364,261,동광주,광주
2020-07-14,15687,451,261,동광주,광주
2020-07-15,16638,473,261,동광주,광주
2020-07-16,18053,560,261,동광주,광주
2020-07-17,20407,570,261,동광주,광주
2020-07-18,24626,317,261,동광주,광주
2020-07-19,18196,133,261,동광주,광주
2020-07-20,17499,386,261,동광주,광주
2020-07-21,17593,514,261,동광주,광주
2020-07-22,15554,457,261,동광주,광주
2020-07-23,15141,428,261,동광주,광주
2020-07-24,17985,433,261,동광주,광주
2020-07-25,22039,275,261,동광주,광주
2020-07-26,21461,127,261,동광주,광주
2020-07-27,18107,421,261,동광주,광주
2020-07-28,16188,433,261,동광주,광주
2020-07-29,15651,439,261,동광주,광주
2020-07-30,17784,445,261,동광주,광주
2020-07-31,22701,486,261,동광주,광주
2020-07-01,2115,81,267,주암송광사,순천
2020-07-02,2216,66,267,주암송광사,순천
2020-07-03,2409,72,267,주암송광사,순천
2020-07-04,2335,28,267,주암송광사,순천
2020-07-05,2635,25,267,주암송광사,순천
2020-07-06,2163,66,267,주암송광사,순천
2020-07-07,2003,74,267,주암송광사,순천
2020-07-08,2147,71,267,주암송광사,순천
2020-07-09,2160,57,267,주암송광사,순천
2020-07-10,2054,52,267,주암송광사,순천
2020-07-11,2406,36,267,주암송광사,순천
2020-07-12,2313,22,267,주암송광사,순천
2020-07-13,1594,51,267,주암송광사,순천
2020-07-14,1861,67,267,주암송광사,순천
2020-07-15,2024,48,267,주암송광사,순천
2020-07-16,2262,67,267,주암송광사,순천
2020-07-17,2510,69,267,주암송광사,순천
2020-07-18,2634,31,267,주암송광사,순천
2020-07-19,2302,15,267,주암송광사,순천
2020-07-20,2080,47,267,주암송광사,순천
2020-07-21,2224,70,267,주암송광사,순천
2020-07-22,1865,51,267,주암송광사,순천
2020-07-23,1666,56,267,주암송광사,순천
2020-07-24,2061,46,267,주암송광사,순천
2020-07-25,2246,27,267,주암송광사,순천
2020-07-26,2688,19,267,주암송광사,순천
2020-07-27,2252,55,267,주암송광사,순천
2020-07-28,1998,52,267,주암송광사,순천
2020-07-29,1930,59,267,주암송광사,순천
2020-07-30,2198,59,267,주암송광사,순천
2020-07-31,2718,64,267,주암송광사,순천
2020-07-01,2270,95,270,서순천,순천
2020-07-02,2375,98,270,서순천,순천
2020-07-03,2635,86,270,서순천,순천
2020-07-04,2470,52,270,서순천,순천
2020-07-05,2325,23,270,서순천,순천
2020-07-06,2228,73,270,서순천,순천
2020-07-07,2140,97,270,서순천,순천
2020-07-08,2248,103,270,서순천,순천
2020-07-09,2326,86,270,서순천,순천
2020-07-10,2382,77,270,서순천,순천
2020-07-11,2549,61,270,서순천,순천
2020-07-12,2108,21,270,서순천,순천
2020-07-13,1773,61,270,서순천,순천
2020-07-14,2128,82,270,서순천,순천
2020-07-15,2210,93,270,서순천,순천
2020-07-16,2294,82,270,서순천,순천
2020-07-17,2741,83,270,서순천,순천
2020-07-18,2739,58,270,서순천,순천
2020-07-19,2128,25,270,서순천,순천
2020-07-20,2243,60,270,서순천,순천
2020-07-21,2393,92,270,서순천,순천
2020-07-22,2186,73,270,서순천,순천
2020-07-23,2043,80,270,서순천,순천
2020-07-24,2483,80,270,서순천,순천
2020-07-25,2556,49,270,서순천,순천
2020-07-26,2564,27,270,서순천,순천
2020-07-27,2370,87,270,서순천,순천
2020-07-28,2199,79,270,서순천,순천
2020-07-29,2183,84,270,서순천,순천
2020-07-30,2450,92,270,서순천,순천
2020-07-31,2904,86,270,서순천,순천
2020-07-01,8671,313,271,순천,순천
2020-07-02,8795,271,271,순천,순천
2020-07-03,9913,282,271,순천,순천
2020-07-04,10325,173,271,순천,순천
2020-07-05,10055,73,271,순천,순천
2020-07-06,8244,260,271,순천,순천
2020-07-07,8099,300,271,순천,순천
2020-07-08,8400,278,271,순천,순천
2020-07-09,8478,267,271,순천,순천
2020-07-10,9219,249,271,순천,순천
2020-07-11,10404,159,271,순천,순천
2020-07-12,9402,59,271,순천,순천
2020-07-13,7114,228,271,순천,순천
2020-07-14,7795,258,271,순천,순천
2020-07-15,8264,267,271,순천,순천
2020-07-16,8826,278,271,순천,순천
2020-07-17,10608,316,271,순천,순천
2020-07-18,11215,174,271,순천,순천
2020-07-19,9354,80,271,순천,순천
2020-07-20,8246,242,271,순천,순천
2020-07-21,8610,286,271,순천,순천
2020-07-22,8015,273,271,순천,순천
2020-07-23,7693,228,271,순천,순천
2020-07-24,9598,233,271,순천,순천
2020-07-25,10327,163,271,순천,순천
2020-07-26,10968,75,271,순천,순천
2020-07-27,8623,238,271,순천,순천
2020-07-28,8249,261,271,순천,순천
2020-07-29,8274,277,271,순천,순천
2020-07-30,8933,257,271,순천,순천
2020-07-31,11458,249,271,순천,순천
2020-07-01,3874,112,272,광양,광양
2020-07-02,4002,134,272,광양,광양
2020-07-03,5321,129,272,광양,광양
2020-07-04,5502,79,272,광양,광양
2020-07-05,5875,32,272,광양,광양
2020-07-06,3828,102,272,광양,광양
2020-07-07,3744,125,272,광양,광양
2020-07-08,3785,134,272,광양,광양
2020-07-09,4186,120,272,광양,광양
2020-07-10,4770,106,272,광양,광양
2020-07-11,5294,73,272,광양,광양
2020-07-12,5375,35,272,광양,광양
2020-07-13,3157,83,272,광양,광양
2020-07-14,3572,92,272,광양,광양
2020-07-15,3800,134,272,광양,광양
2020-07-16,4249,140,272,광양,광양
2020-07-17,5660,129,272,광양,광양
2020-07-18,5939,83,272,광양,광양
2020-07-19,5316,34,272,광양,광양
2020-07-20,3626,86,272,광양,광양
2020-07-21,3845,113,272,광양,광양
2020-07-22,3717,101,272,광양,광양
2020-07-23,3646,109,272,광양,광양
2020-07-24,4885,106,272,광양,광양
2020-07-25,4927,73,272,광양,광양
2020-07-26,5972,35,272,광양,광양
2020-07-27,4072,87,272,광양,광양
2020-07-28,3819,104,272,광양,광양
2020-07-29,3965,113,272,광양,광양
2020-07-30,4354,107,272,광양,광양
2020-07-31,6422,117,272,광양,광양
2020-07-01,2212,58,273,동광양,광양
2020-07-02,2220,56,273,동광양,광양
2020-07-03,3009,55,273,동광양,광양
2020-07-04,2849,34,273,동광양,광양
2020-07-05,2328,13,273,동광양,광양
2020-07-06,1992,48,273,동광양,광양
2020-07-07,2071,60,273,동광양,광양
2020-07-08,2094,52,273,동광양,광양
2020-07-09,2340,56,273,동광양,광양
2020-07-10,2893,52,273,동광양,광양
2020-07-11,2747,39,273,동광양,광양
2020-07-12,2060,11,273,동광양,광양
2020-07-13,1762,35,273,동광양,광양
2020-07-14,2029,40,273,동광양,광양
2020-07-15,2138,69,273,동광양,광양
2020-07-16,2176,58,273,동광양,광양
2020-07-17,3252,56,273,동광양,광양
2020-07-18,2906,44,273,동광양,광양
2020-07-19,1995,15,273,동광양,광양
2020-07-20,2016,45,273,동광양,광양
2020-07-21,2086,43,273,동광양,광양
2020-07-22,2167,48,273,동광양,광양
2020-07-23,2152,48,273,동광양,광양
2020-07-24,2829,49,273,동광양,광양
2020-07-25,2770,27,273,동광양,광양
2020-07-26,2352,10,273,동광양,광양
2020-07-27,2101,41,273,동광양,광양
2020-07-28,2022,40,273,동광양,광양
2020-07-29,2166,52,273,동광양,광양
2020-07-30,2321,53,273,동광양,광양
2020-07-31,3412,54,273,동광양,광양
2020-07-01,2667,103,275,옥곡,광양
2020-07-02,2651,100,275,옥곡,광양
2020-07-03,3704,90,275,옥곡,광양
2020-07-04,3901,53,275,옥곡,광양
2020-07-05,3848,33,275,옥곡,광양
2020-07-06,2540,86,275,옥곡,광양
2020-07-07,2602,93,275,옥곡,광양
2020-07-08,2594,85,275,옥곡,광양
2020-07-09,2989,83,275,옥곡,광양
2020-07-10,3349,80,275,옥곡,광양
2020-07-11,3923,49,275,옥곡,광양
2020-07-12,3528,29,275,옥곡,광양
2020-07-13,2179,46,275,옥곡,광양
2020-07-14,2530,95,275,옥곡,광양
2020-07-15,2458,78,275,옥곡,광양
2020-07-16,2631,102,275,옥곡,광양
2020-07-17,4152,101,275,옥곡,광양
2020-07-18,4199,56,275,옥곡,광양
2020-07-19,3482,27,275,옥곡,광양
2020-07-20,2557,72,275,옥곡,광양
2020-07-21,2682,94,275,옥곡,광양
2020-07-22,2607,98,275,옥곡,광양
2020-07-23,2493,79,275,옥곡,광양
2020-07-24,3518,72,275,옥곡,광양
2020-07-25,3630,49,275,옥곡,광양
2020-07-26,3928,26,275,옥곡,광양
2020-07-27,2691,76,275,옥곡,광양
2020-07-28,2593,96,275,옥곡,광양
2020-07-29,2743,91,275,옥곡,광양
2020-07-30,3139,77,275,옥곡,광양
2020-07-31,4817,97,275,옥곡,광양
2020-07-01,948,29,276,진월,광양
2020-07-02,1064,38,276,진월,광양
2020-07-03,1201,26,276,진월,광양
2020-07-04,937,6,276,진월,광양
2020-07-05,903,7,276,진월,광양
2020-07-06,894,24,276,진월,광양
2020-07-07,887,28,276,진월,광양
2020-07-08,1010,27,276,진월,광양
2020-07-09,1064,24,276,진월,광양
2020-07-10,988,24,276,진월,광양
2020-07-11,869,9,276,진월,광양
2020-07-12,725,6,276,진월,광양
2020-07-13,812,19,276,진월,광양
2020-07-14,908,27,276,진월,광양
2020-07-15,876,20,276,진월,광양
2020-07-16,1129,39,276,진월,광양
2020-07-17,1267,32,276,진월,광양
2020-07-18,947,7,276,진월,광양
2020-07-19,749,6,276,진월,광양
2020-07-20,849,28,276,진월,광양
2020-07-21,968,25,276,진월,광양
2020-07-22,939,25,276,진월,광양
2020-07-23,1001,25,276,진월,광양
2020-07-24,956,27,276,진월,광양
2020-07-25,889,12,276,진월,광양
2020-07-26,886,7,276,진월,광양
2020-07-27,892,26,276,진월,광양
2020-07-28,917,26,276,진월,광양
2020-07-29,948,31,276,진월,광양
2020-07-30,1009,28,276,진월,광양
2020-07-31,1379,32,276,진월,광양
2020-07-01,4887,185,294,북창원,창원
2020-07-02,5133,175,294,북창원,창원
2020-07-03,5439,184,294,북창원,창원
2020-07-04,6074,100,294,북창원,창원
2020-07-05,5200,25,294,북창원,창원
2020-07-06,4979,158,294,북창원,창원
2020-07-07,4930,164,294,북창원,창원
2020-07-08,5143,191,294,북창원,창원
2020-07-09,5024,176,294,북창원,창원
2020-07-10,4970,143,294,북창원,창원
2020-07-11,5917,88,294,북창원,창원
2020-07-12,5051,26,294,북창원,창원
2020-07-13,4390,124,294,북창원,창원
2020-07-14,4743,155,294,북창원,창원
2020-07-15,5032,158,294,북창원,창원
2020-07-16,5239,187,294,북창원,창원
2020-07-17,5809,179,294,북창원,창원
2020-07-18,5943,103,294,북창원,창원
2020-07-19,4736,32,294,북창원,창원
2020-07-20,4938,162,294,북창원,창원
2020-07-21,5117,155,294,북창원,창원
2020-07-22,4595,142,294,북창원,창원
2020-07-23,4578,151,294,북창원,창원
2020-07-24,5134,149,294,북창원,창원
2020-07-25,5575,93,294,북창원,창원
2020-07-26,5188,28,294,북창원,창원
2020-07-27,4874,139,294,북창원,창원
2020-07-28,4674,133,294,북창원,창원
2020-07-29,4917,150,294,북창원,창원
2020-07-30,5106,161,294,북창원,창원
2020-07-31,5953,131,294,북창원,창원
2020-07-01,12265,404,509,목포,목포
2020-07-02,12413,390,509,목포,목포
2020-07-03,14401,364,509,목포,목포
2020-07-04,14682,251,509,목포,목포
2020-07-05,15140,118,509,목포,목포
2020-07-06,11879,343,509,목포,목포
2020-07-07,11490,401,509,목포,목포
2020-07-08,11937,353,509,목포,목포
2020-07-09,12185,386,509,목포,목포
2020-07-10,13718,345,509,목포,목포
2020-07-11,14693,233,509,목포,목포
2020-07-12,13715,99,509,목포,목포
2020-07-13,10391,275,509,목포,목포
2020-07-14,11173,354,509,목포,목포
2020-07-15,11902,336,509,목포,목포
2020-07-16,12244,397,509,목포,목포
2020-07-17,15309,388,509,목포,목포
2020-07-18,16501,275,509,목포,목포
2020-07-19,14938,83,509,목포,목포
2020-07-20,11810,288,509,목포,목포
2020-07-21,12545,411,509,목포,목포
2020-07-22,11591,337,509,목포,목포
2020-07-23,11150,313,509,목포,목포
2020-07-24,13483,325,509,목포,목포
2020-07-25,15296,216,509,목포,목포
2020-07-26,16759,104,509,목포,목포
2020-07-27,12974,333,509,목포,목포
2020-07-28,11954,350,509,목포,목포
2020-07-29,12045,337,509,목포,목포
2020-07-30,13342,357,509,목포,목포
2020-07-31,17506,369,509,목포,목포
2020-07-01,2561,52,510,양양,양양
2020-07-02,3364,79,510,양양,양양
2020-07-03,3864,71,510,양양,양양
2020-07-04,6464,43,510,양양,양양
2020-07-05,8355,30,510,양양,양양
2020-07-06,3994,61,510,양양,양양
2020-07-07,3434,81,510,양양,양양
2020-07-08,3517,76,510,양양,양양
2020-07-09,3387,76,510,양양,양양
2020-07-10,3555,69,510,양양,양양
2020-07-11,5183,37,510,양양,양양
2020-07-12,7562,18,510,양양,양양
2020-07-13,3357,36,510,양양,양양
2020-07-14,2916,52,510,양양,양양
2020-07-15,3304,80,510,양양,양양
2020-07-16,3794,78,510,양양,양양
2020-07-17,4356,68,510,양양,양양
2020-07-18,6650,37,510,양양,양양
2020-07-19,7919,36,510,양양,양양
2020-07-20,3311,56,510,양양,양양
2020-07-21,3428,72,510,양양,양양
2020-07-22,3478,68,510,양양,양양
2020-07-23,3293,59,510,양양,양양
2020-07-24,3358,49,510,양양,양양
2020-07-25,3849,38,510,양양,양양
2020-07-26,5982,17,510,양양,양양
2020-07-27,3804,51,510,양양,양양
2020-07-28,3293,54,510,양양,양양
2020-07-29,3479,64,510,양양,양양
2020-07-30,3848,48,510,양양,양양
2020-07-31,5278,60,510,양양,양양
2020-07-01,2823,84,515,북통영,통영
2020-07-02,3093,82,515,북통영,통영
2020-07-03,3642,74,515,북통영,통영
2020-07-04,4541,69,515,북통영,통영
2020-07-05,5260,29,515,북통영,통영
2020-07-06,3084,65,515,북통영,통영
2020-07-07,2824,72,515,북통영,통영
2020-07-08,3028,86,515,북통영,통영
2020-07-09,3112,82,515,북통영,통영
2020-07-10,3140,66,515,북통영,통영
2020-07-11,4236,63,515,북통영,통영
2020-07-12,4534,18,515,북통영,통영
2020-07-13,2421,66,515,북통영,통영
2020-07-14,2774,69,515,북통영,통영
2020-07-15,2892,71,515,북통영,통영
2020-07-16,3418,88,515,북통영,통영
2020-07-17,3896,72,515,북통영,통영
2020-07-18,4960,65,515,북통영,통영
2020-07-19,4552,30,515,북통영,통영
2020-07-20,2729,77,515,북통영,통영
2020-07-21,3048,80,515,북통영,통영
2020-07-22,2827,63,515,북통영,통영
2020-07-23,2626,69,515,북통영,통영
2020-07-24,2975,71,515,북통영,통영
2020-07-25,3891,60,515,북통영,통영
2020-07-26,5025,24,515,북통영,통영
2020-07-27,3111,65,515,북통영,통영
2020-07-28,2838,70,515,북통영,통영
2020-07-29,3106,66,515,북통영,통영
2020-07-30,3236,79,515,북통영,통영
2020-07-31,4461,85,515,북통영,통영
2020-07-01,7297,238,516,통영,통영
2020-07-02,7655,241,516,통영,통영
2020-07-03,9590,235,516,통영,통영
2020-07-04,12701,158,516,통영,통영
2020-07-05,14315,72,516,통영,통영
2020-07-06,7623,201,516,통영,통영
2020-07-07,7243,229,516,통영,통영
2020-07-08,7359,238,516,통영,통영
2020-07-09,7656,235,516,통영,통영
2020-07-10,8039,184,516,통영,통영
2020-07-11,11494,153,516,통영,통영
2020-07-12,12172,80,516,통영,통영
2020-07-13,6033,173,516,통영,통영
2020-07-14,6878,233,516,통영,통영
2020-07-15,7030,215,516,통영,통영
2020-07-16,7741,228,516,통영,통영
2020-07-17,10181,235,516,통영,통영
2020-07-18,13125,165,516,통영,통영
2020-07-19,11843,66,516,통영,통영
2020-07-20,7203,185,516,통영,통영
2020-07-21,7757,215,516,통영,통영
2020-07-22,7009,197,516,통영,통영
2020-07-23,6461,203,516,통영,통영
2020-07-24,8385,204,516,통영,통영
2020-07-25,10687,132,516,통영,통영
2020-07-26,14273,68,516,통영,통영
2020-07-27,8243,201,516,통영,통영
2020-07-28,7436,200,516,통영,통영
2020-07-29,7864,218,516,통영,통영
2020-07-30,8686,234,516,통영,통영
2020-07-31,12347,206,516,통영,통영
2020-07-01,2484,96,517,양평,양평
2020-07-02,2712,117,517,양평,양평
2020-07-03,3265,98,517,양평,양평
2020-07-04,4386,48,517,양평,양평
2020-07-05,3561,22,517,양평,양평
2020-07-06,3084,111,517,양평,양평
2020-07-07,2758,128,517,양평,양평
2020-07-08,2576,102,517,양평,양평
2020-07-09,2635,103,517,양평,양평
2020-07-10,2852,101,517,양평,양평
2020-07-11,4134,40,517,양평,양평
2020-07-12,3559,16,517,양평,양평
2020-07-13,2538,86,517,양평,양평
2020-07-14,2356,85,517,양평,양평
2020-07-15,2875,102,517,양평,양평
2020-07-16,2845,106,517,양평,양평
2020-07-17,3504,111,517,양평,양평
2020-07-18,3917,42,517,양평,양평
2020-07-19,2552,28,517,양평,양평
2020-07-20,2859,84,517,양평,양평
2020-07-21,2582,90,517,양평,양평
2020-07-22,2857,99,517,양평,양평
2020-07-23,2525,92,517,양평,양평
2020-07-24,2424,89,517,양평,양평
2020-07-25,3357,41,517,양평,양평
2020-07-26,3353,21,517,양평,양평
2020-07-27,3149,96,517,양평,양평
2020-07-28,2569,108,517,양평,양평
2020-07-29,2840,114,517,양평,양평
2020-07-30,2592,89,517,양평,양평
2020-07-31,3844,107,517,양평,양평
2020-07-01,27378,908,519,남대구,대구
2020-07-02,27188,957,519,남대구,대구
2020-07-03,28405,885,519,남대구,대구
2020-07-04,30281,449,519,남대구,대구
2020-07-05,24192,170,519,남대구,대구
2020-07-06,27336,866,519,남대구,대구
2020-07-07,26929,909,519,남대구,대구
2020-07-08,26509,903,519,남대구,대구
2020-07-09,27208,904,519,남대구,대구
2020-07-10,26748,752,519,남대구,대구
2020-07-11,30169,413,519,남대구,대구
2020-07-12,22432,169,519,남대구,대구
2020-07-13,24326,702,519,남대구,대구
2020-07-14,26495,876,519,남대구,대구
2020-07-15,26795,870,519,남대구,대구
2020-07-16,28284,904,519,남대구,대구
2020-07-17,29230,876,519,남대구,대구
2020-07-18,31001,485,519,남대구,대구
2020-07-19,22476,182,519,남대구,대구
2020-07-20,26842,811,519,남대구,대구
2020-07-21,27456,897,519,남대구,대구
2020-07-22,24805,777,519,남대구,대구
2020-07-23,24531,771,519,남대구,대구
2020-07-24,26839,772,519,남대구,대구
2020-07-25,27380,396,519,남대구,대구
2020-07-26,24138,182,519,남대구,대구
2020-07-27,27010,856,519,남대구,대구
2020-07-28,25301,841,519,남대구,대구
2020-07-29,26142,851,519,남대구,대구
2020-07-30,25937,817,519,남대구,대구
2020-07-31,30221,758,519,남대구,대구
2020-07-01,19415,487,553,동광산,광주
2020-07-02,19384,471,553,동광산,광주
2020-07-03,19706,453,553,동광산,광주
2020-07-04,21568,330,553,동광산,광주
2020-07-05,16628,117,553,동광산,광주
2020-07-06,18634,396,553,동광산,광주
2020-07-07,18269,507,553,동광산,광주
2020-07-08,18568,482,553,동광산,광주
2020-07-09,18608,482,553,동광산,광주
2020-07-10,18659,390,553,동광산,광주
2020-07-11,22104,289,553,동광산,광주
2020-07-12,14207,92,553,동광산,광주
2020-07-13,16559,335,553,동광산,광주
2020-07-14,17375,429,553,동광산,광주
2020-07-15,18092,442,553,동광산,광주
2020-07-16,19167,480,553,동광산,광주
2020-07-17,21296,496,553,동광산,광주
2020-07-18,23530,328,553,동광산,광주
2020-07-19,16699,102,553,동광산,광주
2020-07-20,18536,362,553,동광산,광주
2020-07-21,19002,519,553,동광산,광주
2020-07-22,16758,395,553,동광산,광주
2020-07-23,15927,363,553,동광산,광주
2020-07-24,17894,364,553,동광산,광주
2020-07-25,21960,285,553,동광산,광주
2020-07-26,19915,115,553,동광산,광주
2020-07-27,19290,405,553,동광산,광주
2020-07-28,17644,404,553,동광산,광주
2020-07-29,17184,407,553,동광산,광주
2020-07-30,19383,432,553,동광산,광주
2020-07-31,23202,412,553,동광산,광주
2020-07-01,4408,107,554,동홍천,홍천
2020-07-02,5049,120,554,동홍천,홍천
2020-07-03,7020,115,554,동홍천,홍천
2020-07-04,9280,76,554,동홍천,홍천
