,time,departure,arrival,remain_seat,total_seat,company,grade
0,06 : 00,서울경부,강릉,24,28,(주)중앙고속,우등
1,06 : 30,서울경부,강릉,24,28,(주)동부고속,우등
2,07 : 00,서울경부,강릉,10,28,(주)중앙고속,우등
3,07 : 30,서울경부,강릉,31,45,(주)중앙고속,고속
4,08 : 00,서울경부,강릉,0,21,(주)중앙고속,프리미엄
5,08 : 40,서울경부,강릉,1,28,(주)중앙고속,우등
6,09 : 00,서울경부,강릉,0,45,(주)동부고속,고속
7,09 : 20,서울경부,강릉,22,28,(주)동부고속,우등
8,09 : 30,서울경부,강릉,6,28,(주)동부고속,우등
9,10 : 00,서울경부,강릉,3,28,(주)중앙고속,우등
10,10 : 20,서울경부,강릉,23,28,(주)동부고속,우등
11,10 : 30,서울경부,강릉,15,21,(주)중앙고속,프리미엄
12,10 : 40,서울경부,강릉,0,21,(주)동부고속,프리미엄
13,11 : 20,서울경부,강릉,23,28,(주)중앙고속,우등
14,12 : 00,서울경부,강릉,22,28,(주)동부고속,우등
15,12 : 30,서울경부,강릉,32,45,(주)중앙고속,고속
16,13 : 00,서울경부,강릉,24,28,(주)중앙고속,우등
17,13 : 30,서울경부,강릉,8,21,(주)동부고속,프리미엄
18,14 : 00,서울경부,강릉,24,28,(주)동부고속,우등
19,14 : 30,서울경부,강릉,38,45,(주)동부고속,고속
20,15 : 00,서울경부,강릉,24,28,(주)동부고속,우등
21,15 : 30,서울경부,강릉,23,28,(주)동부고속,우등
22,16 : 00,서울경부,강릉,28,28,(주)중앙고속,우등
23,17 : 00,서울경부,강릉,13,21,(주)중앙고속,프리미엄
24,17 : 30,서울경부,강릉,28,28,(주)중앙고속,우등
25,18 : 00,서울경부,강릉,27,28,(주)동부고속,우등
26,18 : 30,서울경부,강릉,42,45,(주)중앙고속,고속
27,19 : 00,서울경부,강릉,24,28,(주)중앙고속,우등
28,19 : 30,서울경부,강릉,11,21,(주)중앙고속,프리미엄
29,20 : 00,서울경부,강릉,40,45,(주)동부고속,고속
30,20 : 30,서울경부,강릉,27,28,(주)중앙고속,우등
31,21 : 30,서울경부,강릉,25,28,(주)동부고속,우등
32,22 : 00,서울경부,강릉,15,21,(주)동부고속,심야프리미엄
33,06 : 20,동서울,강릉,18,28,(주)동부고속,우등
34,07 : 10,동서울,강릉,5,28,(주)중앙고속,우등
35,08 : 00,동서울,강릉,0,28,(주)동부고속,우등
36,08 : 40,동서울,강릉,1,28,(주)중앙고속,우등
37,09 : 00,동서울,강릉,22,28,(주)동부고속,우등
38,09 : 20,동서울,강릉,1,28,(주)중앙고속,우등
39,09 : 30,동서울,강릉,5,28,(주)중앙고속,우등
40,10 : 00,동서울,강릉,3,28,(주)동부고속,우등
41,10 : 30,동서울,강릉,16,28,(주)중앙고속,우등
42,10 : 40,동서울,강릉,2,28,(주)중앙고속,우등
43,11 : 20,동서울,강릉,7,28,(주)동부고속,우등
44,12 : 00,동서울,강릉,3,28,(주)중앙고속,우등
45,13 : 00,동서울,강릉,20,28,(주)동부고속,우등
46,14 : 00,동서울,강릉,19,28,(주)중앙고속,우등
47,16 : 30,동서울,강릉,18,28,(주)중앙고속,우등
48,17 : 20,동서울,강릉,27,28,(주)동부고속,우등
49,18 : 10,동서울,강릉,20,28,(주)중앙고속,우등
50,19 : 00,동서울,강릉,28,28,(주)동부고속,우등
51,19 : 50,동서울,강릉,18,28,(주)중앙고속,우등
52,20 : 40,동서울,강릉,22,28,(주)중앙고속,우등
53,21 : 20,동서울,강릉,28,28,(주)동부고속,우등
54,06 : 25,고양백석,강릉,2,45,(주)중앙고속,고속
55,11 : 45,고양백석,강릉,0,28,(주)동부고속,우등
56,17 : 15,고양백석,강릉,16,45,(주)중앙고속,고속
57,06 : 40,대전복합,강릉,16,28,(주)대원고속,우등
58,08 : 40,대전복합,강릉,26,41,(주)대원고속,고속
59,10 : 00,대전복합,강릉,5,28,(주)대원고속,우등
60,11 : 40,대전복합,강릉,20,28,(주)대원고속,우등
61,13 : 20,대전복합,강릉,33,41,(주)대원고속,고속
62,15 : 00,대전복합,강릉,25,28,(주)대원고속,우등
63,16 : 40,대전복합,강릉,27,28,(주)대원고속,우등
64,18 : 00,대전복합,강릉,41,41,(주)대원고속,고속
65,19 : 40,대전복합,강릉,25,28,(주)대원고속,우등
66,06 : 10,원주,강릉,27,28,(주)대원고속,우등
67,07 : 00,원주,강릉,28,28,(주)대원고속,우등
68,08 : 20,원주,강릉,18,28,(주)대원고속,우등
69,09 : 40,원주,강릉,4,28,(주)대원고속,우등
70,11 : 50,원주,강릉,15,28,(주)대원고속,우등
71,12 : 50,원주,강릉,23,28,(주)대원고속,우등
72,13 : 50,원주,강릉,25,28,(주)대원고속,우등
73,14 : 50,원주,강릉,26,28,(주)대원고속,우등
74,16 : 50,원주,강릉,28,28,(주)대원고속,우등
75,17 : 50,원주,강릉,27,28,(주)대원고속,우등
76,18 : 50,원주,강릉,28,28,(주)대원고속,우등
77,19 : 50,원주,강릉,25,28,(주)대원고속,우등
