,time,departure,arrival,remain_seat,total_seat,company,grade
0,06 : 20,서울경부,서대구,35,45,(주)천일고속,고속
1,07 : 00,서울경부,서대구,22,28,(주)동양고속,우등
2,07 : 40,서울경부,서대구,28,45,(주)한일고속,고속
3,08 : 00,서울경부,서대구,23,28,(주)동양고속,우등
4,08 : 30,서울경부,서대구,16,21,(주)중앙고속,프리미엄
5,09 : 30,서울경부,서대구,20,28,(주)동양고속,우등
6,10 : 20,서울경부,서대구,38,45,금호고속(주),고속
7,10 : 40,서울경부,서대구,22,28,(주)한일고속,우등
8,11 : 00,서울경부,서대구,26,28,(주)동양고속,우등
9,11 : 40,서울경부,서대구,26,45,금호고속(주),고속
10,12 : 00,서울경부,서대구,16,21,(주)한일고속,프리미엄
11,12 : 20,서울경부,서대구,17,28,(주)동양고속,우등
12,13 : 00,서울경부,서대구,16,28,(주)한일고속,우등
13,13 : 20,서울경부,서대구,17,21,금호고속(주),프리미엄
14,14 : 00,서울경부,서대구,11,21,(주)동양고속,프리미엄
15,14 : 20,서울경부,서대구,25,28,금호고속(주),우등
16,14 : 40,서울경부,서대구,28,28,(주)동양고속,우등
17,15 : 00,서울경부,서대구,19,21,(주)중앙고속,프리미엄
18,15 : 20,서울경부,서대구,22,28,(주)중앙고속,우등
19,15 : 40,서울경부,서대구,27,28,(주)동양고속,우등
20,16 : 00,서울경부,서대구,8,21,(주)천일고속,프리미엄
21,16 : 30,서울경부,서대구,26,28,(주)동양고속,우등
22,16 : 45,서울경부,서대구,23,28,금호고속(주),우등
23,17 : 00,서울경부,서대구,9,21,(주)한일고속,프리미엄
24,17 : 20,서울경부,서대구,40,45,(주)동양고속,고속
25,18 : 20,서울경부,서대구,20,21,(주)삼화고속,프리미엄
26,19 : 00,서울경부,서대구,28,28,(주)동양고속,우등
27,19 : 20,서울경부,서대구,21,21,(주)동양고속,프리미엄
28,19 : 40,서울경부,서대구,35,45,(주)천일고속,고속
29,20 : 20,서울경부,서대구,27,28,(주)천일고속,우등
30,23 : 00,서울경부,서대구,28,28,(주)동양고속,심야우등
31,23 : 30,서울경부,서대구,28,28,(주)중앙고속,심야우등
32,24 : 00,서울경부,서대구,21,21,(주)중앙고속,심야프리미엄
33,07 : 20,동서울,서대구,19,28,(주)동양고속,우등
34,08 : 00,동서울,서대구,37,45,(주)한일고속,고속
35,10 : 00,동서울,서대구,38,45,(주)동양고속,고속
36,11 : 20,동서울,서대구,25,28,금호고속(주),우등
