,time,departure,arrival,remain_seat,total_seat,company,grade
0,05 : 35,센트럴시티(서울),목포,27,28,금호고속(주),우등
1,07 : 00,센트럴시티(서울),목포,18,21,금호고속(주),프리미엄
2,08 : 00,센트럴시티(서울),목포,30,45,금호고속(주),고속
3,09 : 00,센트럴시티(서울),목포,20,21,금호고속(주),프리미엄
4,10 : 20,센트럴시티(서울),목포,17,28,금호고속(주),우등
5,11 : 00,센트럴시티(서울),목포,21,21,금호고속(주),프리미엄
6,12 : 00,센트럴시티(서울),목포,22,28,금호고속(주),우등
7,13 : 00,센트럴시티(서울),목포,15,21,금호고속(주),프리미엄
8,13 : 40,센트럴시티(서울),목포,21,28,금호고속(주),우등
9,15 : 00,센트럴시티(서울),목포,19,21,금호고속(주),프리미엄
10,16 : 20,센트럴시티(서울),목포,34,45,금호고속(주),고속
11,17 : 00,센트럴시티(서울),목포,16,21,금호고속(주),프리미엄
12,18 : 00,센트럴시티(서울),목포,26,28,금호고속(주),우등
13,19 : 00,센트럴시티(서울),목포,18,21,금호고속(주),프리미엄
14,20 : 00,센트럴시티(서울),목포,22,28,금호고속(주),우등
15,22 : 00,센트럴시티(서울),목포,15,21,금호고속(주),심야프리미엄
16,23 : 05,센트럴시티(서울),목포,26,28,금호고속(주),심야우등
17,23 : 55,센트럴시티(서울),목포,21,28,금호고속(주),심야우등
18,08 : 50,수원,목포,18,28,금호고속(주),우등
19,10 : 41,수원,목포,15,28,금호고속(주),우등
20,16 : 20,수원,목포,19,28,(주)삼화고속,우등
21,12 : 40,동대구,목포,6,28,코리아와이드경북,우등
22,15 : 40,동대구,목포,3,28,금호고속(주),우등
23,07 : 40,인천,목포,26,28,(주)삼화고속,우등
24,09 : 50,인천,목포,31,45,(주)삼화고속,고속
25,15 : 40,인천,목포,13,28,금호고속(주),우등
26,17 : 50,인천,목포,22,28,금호고속(주),우등
