,time,departure,arrival,remain_seat,total_seat,company,grade
0,06 : 50,부산,인천,11,28,(주)동양고속,우등
1,13 : 00,부산,인천,1,28,(주)천일고속,우등
2,14 : 20,부산,인천,10,28,(주)삼화고속,우등
3,15 : 30,부산,인천,0,21,(주)삼화고속,프리미엄
4,16 : 30,부산,인천,20,45,(주)동양고속,고속
5,17 : 40,부산,인천,19,28,(주)동양고속,우등
6,19 : 00,부산,인천,7,28,(주)삼화고속,우등
7,11 : 30,서부산(사상),인천,8,28,(주)천일고속,우등
8,17 : 00,서부산(사상),인천,4,28,(주)삼화고속,우등
9,07 : 40,동대구,인천,9,28,(주)동양고속,우등
10,10 : 20,동대구,인천,5,21,(주)동양고속,프리미엄
11,13 : 00,동대구,인천,2,28,(주)동양고속,우등
12,15 : 00,동대구,인천,22,28,(주)동양고속,우등
13,16 : 00,동대구,인천,9,28,(주)동양고속,우등
14,17 : 20,동대구,인천,0,21,(주)삼화고속,프리미엄
15,22 : 30,동대구,인천,23,28,(주)동양고속,심야우등
16,07 : 40,서대구,인천,9,28,(주)동양고속,우등
17,10 : 20,서대구,인천,5,21,(주)동양고속,프리미엄
18,13 : 00,서대구,인천,2,28,(주)동양고속,우등
19,15 : 00,서대구,인천,22,28,(주)동양고속,우등
20,16 : 00,서대구,인천,9,28,(주)동양고속,우등
21,17 : 20,서대구,인천,0,21,(주)삼화고속,프리미엄
22,22 : 30,서대구,인천,23,28,(주)동양고속,심야우등
23,06 : 05,광주(유·스퀘어),인천,23,28,금호고속(주),우등
24,06 : 45,광주(유·스퀘어),인천,23,28,(주)삼화고속,우등
25,07 : 25,광주(유·스퀘어),인천,39,45,금호고속(주),고속
26,08 : 05,광주(유·스퀘어),인천,17,21,(주)삼화고속,프리미엄
27,08 : 45,광주(유·스퀘어),인천,24,28,(주)한일고속,우등
28,09 : 25,광주(유·스퀘어),인천,19,28,금호고속(주),우등
29,10 : 05,광주(유·스퀘어),인천,9,21,(주)한일고속,프리미엄
30,10 : 45,광주(유·스퀘어),인천,24,28,(주)한일고속,우등
31,11 : 25,광주(유·스퀘어),인천,12,21,금호고속(주),프리미엄
32,12 : 05,광주(유·스퀘어),인천,4,28,(주)한일고속,우등
33,13 : 05,광주(유·스퀘어),인천,20,45,(주)삼화고속,고속
34,13 : 45,광주(유·스퀘어),인천,5,21,(주)삼화고속,프리미엄
35,14 : 25,광주(유·스퀘어),인천,11,28,(주)한일고속,우등
36,15 : 05,광주(유·스퀘어),인천,15,28,(주)삼화고속,우등
37,15 : 45,광주(유·스퀘어),인천,8,21,(주)한일고속,프리미엄
38,16 : 25,광주(유·스퀘어),인천,14,28,(주)한일고속,우등
39,17 : 05,광주(유·스퀘어),인천,9,21,금호고속(주),프리미엄
40,18 : 15,광주(유·스퀘어),인천,17,28,(주)삼화고속,우등
41,19 : 10,광주(유·스퀘어),인천,35,45,금호고속(주),고속
42,19 : 45,광주(유·스퀘어),인천,18,21,(주)삼화고속,프리미엄
43,21 : 05,광주(유·스퀘어),인천,27,28,(주)한일고속,우등
44,22 : 00,광주(유·스퀘어),인천,28,28,금호고속(주),심야우등
45,23 : 00,광주(유·스퀘어),인천,21,21,(주)한일고속,심야프리미엄
46,06 : 00,대전복합,인천,25,28,(주)삼화고속,우등
47,06 : 50,대전복합,인천,34,45,(주)삼화고속,고속
48,07 : 40,대전복합,인천,24,28,(주)삼화고속,우등
49,08 : 30,대전복합,인천,27,28,(주)삼화고속,우등
50,09 : 20,대전복합,인천,22,28,(주)삼화고속,우등
51,10 : 10,대전복합,인천,12,28,(주)삼화고속,우등
52,11 : 00,대전복합,인천,34,45,(주)삼화고속,고속
53,11 : 50,대전복합,인천,16,21,(주)삼화고속,프리미엄
54,12 : 40,대전복합,인천,19,28,(주)삼화고속,우등
55,13 : 30,대전복합,인천,14,21,(주)삼화고속,프리미엄
56,14 : 20,대전복합,인천,15,28,(주)삼화고속,우등
57,15 : 10,대전복합,인천,39,45,(주)삼화고속,고속
58,16 : 00,대전복합,인천,14,28,(주)삼화고속,우등
59,16 : 50,대전복합,인천,22,28,(주)삼화고속,우등
60,17 : 40,대전복합,인천,23,28,(주)삼화고속,우등
61,18 : 30,대전복합,인천,15,28,(주)삼화고속,우등
62,19 : 20,대전복합,인천,38,45,(주)삼화고속,고속
63,20 : 10,대전복합,인천,16,21,(주)삼화고속,프리미엄
64,21 : 00,대전복합,인천,22,28,(주)삼화고속,우등
65,22 : 00,대전복합,인천,17,21,(주)삼화고속,심야프리미엄
66,06 : 00,전주,인천,11,28,(주)삼화고속,우등
67,07 : 40,전주,인천,22,28,(주)천일고속,우등
68,08 : 30,전주,인천,18,21,(주)천일고속,프리미엄
69,09 : 20,전주,인천,18,28,(주)삼화고속,우등
70,10 : 10,전주,인천,16,28,(주)천일고속,우등
71,10 : 50,전주,인천,14,28,(주)삼화고속,우등
72,11 : 40,전주,인천,32,45,(주)천일고속,고속
73,12 : 30,전주,인천,9,28,(주)천일고속,우등
74,13 : 20,전주,인천,6,28,(주)삼화고속,우등
75,14 : 10,전주,인천,1,21,(주)삼화고속,프리미엄
