,time,departure,arrival,remain_seat,total_seat,company,grade
0,07 : 20,동서울,광주(유·스퀘어),20,28,금호고속(주),우등
1,09 : 20,동서울,광주(유·스퀘어),20,21,금호고속(주),프리미엄
2,10 : 00,동서울,광주(유·스퀘어),25,28,금호고속(주),우등
3,10 : 30,동서울,광주(유·스퀘어),37,45,금호고속(주),고속
4,11 : 30,동서울,광주(유·스퀘어),25,28,금호고속(주),우등
5,12 : 50,동서울,광주(유·스퀘어),25,28,금호고속(주),우등
6,14 : 00,동서울,광주(유·스퀘어),34,45,(주)중앙고속,고속
7,14 : 30,동서울,광주(유·스퀘어),23,28,금호고속(주),우등
8,15 : 30,동서울,광주(유·스퀘어),18,21,금호고속(주),프리미엄
9,16 : 30,동서울,광주(유·스퀘어),42,45,금호고속(주),고속
10,18 : 30,동서울,광주(유·스퀘어),15,28,금호고속(주),우등
11,21 : 10,동서울,광주(유·스퀘어),26,28,금호고속(주),우등
12,05 : 30,센트럴시티(서울),광주(유·스퀘어),20,28,금호고속(주),우등
13,05 : 50,센트럴시티(서울),광주(유·스퀘어),44,45,금호고속(주),고속
14,06 : 15,센트럴시티(서울),광주(유·스퀘어),43,45,(주)중앙고속,고속
15,06 : 45,센트럴시티(서울),광주(유·스퀘어),23,28,금호고속(주),우등
16,06 : 55,센트럴시티(서울),광주(유·스퀘어),28,28,(주)중앙고속,우등
17,07 : 00,센트럴시티(서울),광주(유·스퀘어),21,21,금호고속(주),프리미엄
18,07 : 45,센트럴시티(서울),광주(유·스퀘어),24,28,금호고속(주),우등
19,08 : 15,센트럴시티(서울),광주(유·스퀘어),21,28,금호고속(주),우등
20,08 : 25,센트럴시티(서울),광주(유·스퀘어),22,28,(주)중앙고속,우등
21,08 : 30,센트럴시티(서울),광주(유·스퀘어),19,21,금호고속(주),프리미엄
22,08 : 50,센트럴시티(서울),광주(유·스퀘어),22,28,금호고속(주),우등
23,09 : 00,센트럴시티(서울),광주(유·스퀘어),19,21,(주)중앙고속,프리미엄
24,09 : 25,센트럴시티(서울),광주(유·스퀘어),20,45,금호고속(주),고속
25,09 : 50,센트럴시티(서울),광주(유·스퀘어),26,28,금호고속(주),우등
26,10 : 00,센트럴시티(서울),광주(유·스퀘어),13,21,금호고속(주),프리미엄
27,10 : 10,센트럴시티(서울),광주(유·스퀘어),26,28,금호고속(주),우등
28,10 : 30,센트럴시티(서울),광주(유·스퀘어),20,21,금호고속(주),프리미엄
29,10 : 35,센트럴시티(서울),광주(유·스퀘어),20,28,금호고속(주),우등
30,10 : 45,센트럴시티(서울),광주(유·스퀘어),28,28,(주)중앙고속,우등
31,10 : 50,센트럴시티(서울),광주(유·스퀘어),36,45,금호고속(주),고속
32,11 : 00,센트럴시티(서울),광주(유·스퀘어),18,21,금호고속(주),프리미엄
33,11 : 10,센트럴시티(서울),광주(유·스퀘어),38,45,(주)중앙고속,고속
34,11 : 20,센트럴시티(서울),광주(유·스퀘어),24,28,금호고속(주),우등
35,11 : 30,센트럴시티(서울),광주(유·스퀘어),20,21,(주)중앙고속,프리미엄
36,11 : 50,센트럴시티(서울),광주(유·스퀘어),34,45,금호고속(주),고속
37,12 : 05,센트럴시티(서울),광주(유·스퀘어),27,28,금호고속(주),우등
38,12 : 15,센트럴시티(서울),광주(유·스퀘어),26,28,금호고속(주),우등
39,12 : 20,센트럴시티(서울),광주(유·스퀘어),26,28,(주)중앙고속,우등
40,12 : 45,센트럴시티(서울),광주(유·스퀘어),27,28,금호고속(주),우등
41,13 : 00,센트럴시티(서울),광주(유·스퀘어),11,21,금호고속(주),프리미엄
42,13 : 05,센트럴시티(서울),광주(유·스퀘어),27,28,금호고속(주),우등
43,13 : 15,센트럴시티(서울),광주(유·스퀘어),28,45,(주)중앙고속,고속
44,13 : 20,센트럴시티(서울),광주(유·스퀘어),18,28,금호고속(주),우등
45,13 : 50,센트럴시티(서울),광주(유·스퀘어),23,28,금호고속(주),우등
46,14 : 00,센트럴시티(서울),광주(유·스퀘어),17,21,금호고속(주),프리미엄
47,14 : 15,센트럴시티(서울),광주(유·스퀘어),33,45,금호고속(주),고속
48,14 : 25,센트럴시티(서울),광주(유·스퀘어),20,28,금호고속(주),우등
49,14 : 45,센트럴시티(서울),광주(유·스퀘어),29,45,금호고속(주),고속
50,14 : 55,센트럴시티(서울),광주(유·스퀘어),25,28,금호고속(주),우등
51,15 : 15,센트럴시티(서울),광주(유·스퀘어),20,28,금호고속(주),우등
52,15 : 20,센트럴시티(서울),광주(유·스퀘어),28,28,(주)중앙고속,우등
53,15 : 30,센트럴시티(서울),광주(유·스퀘어),15,21,금호고속(주),프리미엄
54,15 : 45,센트럴시티(서울),광주(유·스퀘어),26,28,금호고속(주),우등
55,15 : 55,센트럴시티(서울),광주(유·스퀘어),26,28,금호고속(주),우등
56,16 : 00,센트럴시티(서울),광주(유·스퀘어),14,21,(주)중앙고속,프리미엄
57,16 : 15,센트럴시티(서울),광주(유·스퀘어),27,28,금호고속(주),우등
58,16 : 40,센트럴시티(서울),광주(유·스퀘어),24,28,금호고속(주),우등
59,16 : 50,센트럴시티(서울),광주(유·스퀘어),38,45,금호고속(주),고속
60,16 : 55,센트럴시티(서울),광주(유·스퀘어),28,28,금호고속(주),우등
61,17 : 10,센트럴시티(서울),광주(유·스퀘어),38,45,(주)중앙고속,고속
62,17 : 15,센트럴시티(서울),광주(유·스퀘어),21,28,금호고속(주),우등
63,17 : 30,센트럴시티(서울),광주(유·스퀘어),16,21,금호고속(주),프리미엄
64,17 : 40,센트럴시티(서울),광주(유·스퀘어),26,28,금호고속(주),우등
65,17 : 55,센트럴시티(서울),광주(유·스퀘어),26,28,금호고속(주),우등
66,18 : 00,센트럴시티(서울),광주(유·스퀘어),19,21,금호고속(주),프리미엄
67,18 : 10,센트럴시티(서울),광주(유·스퀘어),33,45,금호고속(주),고속
68,18 : 20,센트럴시티(서울),광주(유·스퀘어),27,28,금호고속(주),우등
