,time,departure,arrival,remain_seat,total_seat,company,grade
0,06 : 10,센트럴시티(서울),순천,23,28,금호고속(주),우등
1,06 : 50,센트럴시티(서울),순천,19,21,(주)천일고속,프리미엄
2,07 : 30,센트럴시티(서울),순천,24,28,(주)천일고속,우등
3,08 : 10,센트럴시티(서울),순천,39,45,(주)천일고속,고속
4,09 : 30,센트럴시티(서울),순천,12,21,금호고속(주),프리미엄
5,10 : 10,센트럴시티(서울),순천,24,28,(주)천일고속,우등
6,11 : 40,센트럴시티(서울),순천,14,21,(주)천일고속,프리미엄
7,13 : 10,센트럴시티(서울),순천,26,28,(주)천일고속,우등
8,14 : 00,센트럴시티(서울),순천,18,21,금호고속(주),프리미엄
9,14 : 40,센트럴시티(서울),순천,25,28,금호고속(주),우등
10,15 : 20,센트럴시티(서울),순천,39,45,금호고속(주),고속
11,16 : 30,센트럴시티(서울),순천,16,21,(주)천일고속,프리미엄
12,17 : 05,센트럴시티(서울),순천,27,28,금호고속(주),우등
13,18 : 20,센트럴시티(서울),순천,18,21,금호고속(주),프리미엄
14,20 : 10,센트럴시티(서울),순천,23,28,금호고속(주),우등
15,22 : 50,센트럴시티(서울),순천,17,21,(주)천일고속,심야프리미엄
16,23 : 50,센트럴시티(서울),순천,27,28,금호고속(주),심야우등
17,06 : 40,수원,순천,17,28,금호고속(주),우등
18,11 : 40,수원,순천,21,28,(주)동양고속,우등
19,16 : 40,수원,순천,36,40,(주)경기고속,고속
20,18 : 40,수원,순천,24,28,(주)경기고속,우등
21,09 : 00,부산,순천,19,28,(주)천일고속,우등
22,13 : 00,부산,순천,23,28,(주)천일고속,우등
23,17 : 00,부산,순천,25,28,(주)천일고속,우등
24,20 : 50,부산,순천,25,28,(주)천일고속,우등
25,11 : 40,서부산(사상),순천,35,40,금호고속(주),고속
26,13 : 50,서부산(사상),순천,20,28,금호고속(주),우등
27,16 : 25,서부산(사상),순천,24,28,금호고속(주),우등
28,22 : 10,서부산(사상),순천,27,28,금호고속(주),심야우등
29,10 : 00,동대구,순천,24,28,(주)한일고속,우등
30,12 : 30,동대구,순천,26,28,(주)한일고속,우등
31,19 : 30,동대구,순천,24,28,(주)한일고속,우등
32,10 : 00,서대구,순천,24,28,(주)한일고속,우등
33,12 : 30,서대구,순천,26,28,(주)한일고속,우등
34,19 : 30,서대구,순천,24,28,(주)한일고속,우등
35,11 : 20,인천,순천,21,28,금호고속(주),우등
