,time,departure,arrival,remain_seat,total_seat,company,grade
0,07 : 00,동서울,전주,23,28,금호고속(주),우등
1,07 : 30,동서울,전주,25,28,(주)동양고속,우등
2,08 : 30,동서울,전주,24,28,(주)천일고속,우등
3,09 : 00,동서울,전주,15,28,금호고속(주),우등
4,09 : 30,동서울,전주,29,45,금호고속(주),고속
5,11 : 30,동서울,전주,23,28,(주)동양고속,우등
6,13 : 00,동서울,전주,18,28,(주)중앙고속,우등
7,15 : 30,동서울,전주,27,28,(주)동양고속,우등
8,16 : 00,동서울,전주,28,28,금호고속(주),우등
9,16 : 30,동서울,전주,25,28,(주)동양고속,우등
10,17 : 30,동서울,전주,27,28,(주)천일고속,우등
11,18 : 30,동서울,전주,43,45,금호고속(주),고속
12,19 : 30,동서울,전주,28,28,(주)동양고속,우등
13,05 : 30,센트럴시티(서울),전주,12,28,(주)천일고속,우등
14,06 : 00,센트럴시티(서울),전주,27,28,(주)동양고속,우등
15,06 : 10,센트럴시티(서울),전주,19,21,(주)중앙고속,프리미엄
16,06 : 25,센트럴시티(서울),전주,26,45,금호고속(주),고속
17,06 : 35,센트럴시티(서울),전주,25,28,금호고속(주),우등
18,06 : 55,센트럴시티(서울),전주,18,21,(주)동양고속,프리미엄
19,07 : 10,센트럴시티(서울),전주,38,45,(주)중앙고속,고속
20,07 : 30,센트럴시티(서울),전주,16,21,(주)천일고속,프리미엄
21,07 : 40,센트럴시티(서울),전주,28,28,(주)동양고속,우등
22,08 : 05,센트럴시티(서울),전주,27,28,(주)동양고속,우등
23,08 : 20,센트럴시티(서울),전주,20,21,(주)동양고속,프리미엄
24,08 : 30,센트럴시티(서울),전주,27,28,(주)천일고속,우등
25,08 : 45,센트럴시티(서울),전주,41,45,(주)중앙고속,고속
26,08 : 55,센트럴시티(서울),전주,25,28,(주)동양고속,우등
27,09 : 05,센트럴시티(서울),전주,13,21,금호고속(주),프리미엄
28,09 : 15,센트럴시티(서울),전주,22,28,(주)중앙고속,우등
29,09 : 30,센트럴시티(서울),전주,39,45,(주)동양고속,고속
30,09 : 40,센트럴시티(서울),전주,25,28,금호고속(주),우등
31,09 : 50,센트럴시티(서울),전주,14,21,(주)천일고속,프리미엄
32,10 : 05,센트럴시티(서울),전주,36,45,(주)천일고속,고속
33,10 : 15,센트럴시티(서울),전주,23,28,(주)동양고속,우등
34,10 : 25,센트럴시티(서울),전주,14,21,(주)동양고속,프리미엄
35,10 : 40,센트럴시티(서울),전주,44,45,(주)천일고속,고속
36,11 : 10,센트럴시티(서울),전주,15,21,(주)중앙고속,프리미엄
37,11 : 20,센트럴시티(서울),전주,27,28,(주)동양고속,우등
38,11 : 45,센트럴시티(서울),전주,9,21,(주)동양고속,프리미엄
39,12 : 10,센트럴시티(서울),전주,44,45,(주)천일고속,고속
40,12 : 20,센트럴시티(서울),전주,28,28,(주)천일고속,우등
