,time,departure,arrival,remain_seat,total_seat,company,grade
0,06 : 00,서울경부,속초,20,28,(주)동부고속,우등
1,06 : 30,서울경부,속초,5,28,(주)동부고속,우등
2,07 : 00,서울경부,속초,3,28,(주)동부고속,우등
3,07 : 30,서울경부,속초,0,28,(주)중앙고속,우등
4,08 : 00,서울경부,속초,4,21,(주)동부고속,프리미엄
5,08 : 20,서울경부,속초,3,28,(주)동부고속,우등
6,08 : 30,서울경부,속초,2,28,(주)동부고속,우등
7,08 : 40,서울경부,속초,0,28,(주)동부고속,우등
8,09 : 00,서울경부,속초,0,21,(주)동부고속,프리미엄
9,09 : 10,서울경부,속초,0,28,(주)동부고속,우등
10,09 : 15,서울경부,속초,0,28,(주)동부고속,우등
11,09 : 30,서울경부,속초,0,45,(주)동부고속,고속
12,09 : 40,서울경부,속초,0,28,(주)중앙고속,우등
13,09 : 45,서울경부,속초,0,28,(주)중앙고속,우등
14,10 : 00,서울경부,속초,0,21,(주)동부고속,프리미엄
15,10 : 10,서울경부,속초,0,28,(주)동부고속,우등
16,10 : 20,서울경부,속초,0,28,(주)동부고속,우등
17,10 : 30,서울경부,속초,0,45,(주)동부고속,고속
18,10 : 40,서울경부,속초,0,28,(주)동부고속,우등
19,11 : 00,서울경부,속초,3,28,(주)동부고속,우등
20,11 : 10,서울경부,속초,0,28,(주)동부고속,우등
21,11 : 30,서울경부,속초,1,28,(주)동부고속,우등
22,12 : 00,서울경부,속초,0,28,(주)동부고속,우등
23,12 : 30,서울경부,속초,0,28,(주)중앙고속,우등
24,13 : 00,서울경부,속초,0,21,(주)중앙고속,프리미엄
25,13 : 20,서울경부,속초,1,28,(주)동부고속,우등
26,13 : 40,서울경부,속초,7,28,(주)동부고속,우등
27,14 : 00,서울경부,속초,6,21,(주)동부고속,프리미엄
28,14 : 15,서울경부,속초,20,28,(주)동부고속,우등
29,14 : 30,서울경부,속초,22,45,(주)동부고속,고속
30,14 : 45,서울경부,속초,21,28,(주)중앙고속,우등
31,15 : 00,서울경부,속초,4,21,(주)동부고속,프리미엄
32,15 : 20,서울경부,속초,10,28,(주)동부고속,우등
33,15 : 40,서울경부,속초,25,28,(주)동부고속,우등
34,16 : 00,서울경부,속초,26,28,(주)동부고속,우등
35,16 : 30,서울경부,속초,18,28,(주)동부고속,우등
36,17 : 30,서울경부,속초,24,28,(주)중앙고속,우등
37,18 : 00,서울경부,속초,14,21,(주)동부고속,프리미엄
38,18 : 20,서울경부,속초,18,28,(주)동부고속,우등
39,18 : 40,서울경부,속초,28,28,(주)동부고속,우등
40,19 : 00,서울경부,속초,20,21,(주)동부고속,프리미엄
41,19 : 15,서울경부,속초,25,28,(주)동부고속,우등
42,19 : 30,서울경부,속초,44,45,(주)동부고속,고속
43,19 : 45,서울경부,속초,25,28,(주)동부고속,우등
44,20 : 00,서울경부,속초,15,21,(주)동부고속,프리미엄
45,20 : 40,서울경부,속초,25,28,(주)동부고속,우등
46,21 : 20,서울경부,속초,25,28,(주)동부고속,우등
47,22 : 00,서울경부,속초,27,28,(주)동부고속,심야우등
48,22 : 40,서울경부,속초,23,28,(주)중앙고속,심야우등
49,23 : 30,서울경부,속초,23,28,(주)동부고속,심야우등
50,07 : 00,동서울,속초,1,28,(주)동부고속,우등
51,08 : 20,동서울,속초,2,28,(주)동부고속,우등
52,09 : 00,동서울,속초,0,28,(주)동부고속,우등
53,09 : 10,동서울,속초,0,28,(주)동부고속,우등
54,09 : 20,동서울,속초,2,28,(주)동부고속,우등
55,09 : 40,동서울,속초,0,21,(주)동부고속,프리미엄
56,10 : 20,동서울,속초,0,28,(주)동부고속,우등
57,11 : 10,동서울,속초,1,28,(주)동부고속,우등
58,12 : 50,동서울,속초,2,28,(주)동부고속,우등
59,13 : 40,동서울,속초,18,28,(주)동부고속,우등
60,14 : 10,동서울,속초,19,28,(주)동부고속,우등
61,14 : 40,동서울,속초,20,21,(주)동부고속,프리미엄
62,16 : 20,동서울,속초,26,28,(주)동부고속,우등
63,18 : 00,동서울,속초,24,28,(주)동부고속,우등
64,19 : 00,동서울,속초,26,28,(주)동부고속,우등
65,19 : 25,동서울,속초,27,28,(주)동부고속,우등
66,19 : 50,동서울,속초,21,21,(주)동부고속,프리미엄
67,06 : 30,인천,속초,10,28,(주)한일고속,우등
68,08 : 00,인천,속초,0,28,(주)동부고속,우등
69,09 : 20,인천,속초,1,28,(주)대원고속,우등
70,09 : 40,인천,속초,9,28,(주)동부고속,우등
71,11 : 40,인천,속초,12,28,(주)한일고속,우등
72,13 : 30,인천,속초,26,28,(주)동부고속,우등
73,14 : 30,인천,속초,22,28,(주)대원고속,우등
74,17 : 00,인천,속초,24,28,(주)한일고속,우등
75,18 : 50,인천,속초,28,28,(주)동부고속,우등
76,19 : 50,인천,속초,23,28,(주)대원고속,우등
